outage_branch,outage_from_bus,outage_from_name,outage_to_bus,outage_to_name,outage_base_loading_pct,status,component_count,component_sizes,converged,max_loading_pct,worst_branch,worst_from_bus,worst_from_name,worst_to_bus,worst_to_name,overloaded_branch_count,min_voltage_pu,min_voltage_bus,min_voltage_name,voltage_violation_count,max_voltage_violation_pu,ac_loss_mw,message
167,81,제천,84,충주,86.94960445383913,LIMIT_VIOLATION,1,,True,102.76978869445563,43,16,남양주,28,양평,2,0.9504040504887226,72,홍천,0,0.0,857.9130795476522,
168,81,제천,86,영주,8.341558846758613,OK,1,,True,98.7991566873467,264,134,광양,193,남해,0,0.9592493812428157,74,횡성,0,0.0,831.0828520560026,
169,82,울진,85,봉화,41.49661322782802,OK,1,,True,98.14166233183926,264,134,광양,193,남해,0,0.9599941384651229,72,홍천,0,0.0,834.5564670576423,
170,82,울진,86,영주,79.61851623897952,LIMIT_VIOLATION,1,,True,100.29502781983848,43,16,남양주,28,양평,1,0.9586915122185548,72,홍천,0,0.0,853.8290301077795,
171,82,울진,94,영덕,43.94351599387941,OK,1,,True,97.46726444918865,264,134,광양,193,남해,0,0.9595979228078391,72,홍천,0,0.0,835.0135873788968,
172,83,단양,89,문경,17.878673091630716,OK,1,,True,98.31638306857586,264,134,광양,193,남해,0,0.959730994454086,72,홍천,0,0.0,832.9335463661118,
173,85,봉화,86,영주,16.746235387992463,OK,1,,True,98.34260797966348,264,134,광양,193,남해,0,0.9602837087749595,72,홍천,0,0.0,830.7234778948769,
174,86,영주,87,예천,32.748136928932034,OK,1,,True,97.43176741531985,264,134,광양,193,남해,0,0.9593290756986714,72,홍천,0,0.0,836.967721080815,
175,86,영주,89,문경,26.702461709961344,OK,1,,True,98.4966849699391,264,134,광양,193,남해,0,0.9599459276024932,72,홍천,0,0.0,833.7110470446496,
176,86,영주,90,경북,14.47944360298156,OK,1,,True,98.41178039148335,264,134,광양,193,남해,0,0.9601330973881131,72,홍천,0,0.0,832.4504342285363,
177,86,영주,92,청송,18.40181976793181,OK,1,,True,98.04649391994951,264,134,광양,193,남해,0,0.9596541819012114,72,홍천,0,0.0,834.1437843112508,
178,87,예천,90,경북,3.8248820942688484,OK,1,,True,98.48079513727642,264,134,광양,193,남해,0,0.9601933826678505,72,홍천,0,0.0,832.1116593048791,
179,87,예천,95,의성,29.849296426074023,OK,1,,True,97.40584730192296,264,134,광양,193,남해,0,0.9593332606503922,72,홍천,0,0.0,836.3342089968355,
180,88,영양,92,청송,14.999409303793163,OK,1,,True,98.54673346801576,264,134,광양,193,남해,0,0.9602242346931156,72,홍천,0,0.0,832.9860622711712,
181,88,영양,94,영덕,1.7362241368701192,OK,1,,True,98.4762375572824,264,134,광양,193,남해,0,0.9602209615649615,72,홍천,0,0.0,832.0923086008988,
182,89,문경,93,상주,36.15776450182292,OK,1,,True,98.24440445838714,264,134,광양,193,남해,0,0.9592420409927365,72,홍천,0,0.0,833.5878059116221,
183,90,경북,92,청송,1.754810517670066,OK,1,,True,98.47913869061915,264,134,광양,193,남해,0,0.9601874779797062,72,홍천,0,0.0,832.0612603584304,
184,91,보은,147,영동,5.6511969811791305,ISLANDING,2,192+1,False,nan,,,,,,,nan,,,,nan,nan,AC 계통이 분리되어 단일 slack AC-PF를 생략함
185,92,청송,95,의성,25.201039984503737,OK,1,,True,97.80316842364985,264,134,광양,193,남해,0,0.9596570162652378,72,홍천,0,0.0,835.0268521200633,
186,93,상주,102,옥천,14.34127979780527,OK,1,,True,98.8145611507667,264,134,광양,193,남해,0,0.9598524829452371,72,홍천,0,0.0,831.3546966566355,
187,93,상주,149,구미,13.596529667948925,OK,1,,True,97.98753991115817,264,134,광양,193,남해,0,0.9601821627567331,72,홍천,0,0.0,832.6475434186868,
188,94,영덕,150,북포항,45.45087427297522,OK,1,,True,97.49639045076579,264,134,광양,193,남해,0,0.9595531808899345,72,홍천,0,0.0,836.309068436356,
189,95,의성,146,군위,41.78910619509344,OK,1,,True,97.8763917242545,264,134,광양,193,남해,0,0.9598306555400161,72,홍천,0,0.0,834.828152671922,
190,95,의성,150,북포항,23.95217102600601,OK,1,,True,97.29253305865112,264,134,광양,193,남해,0,0.9594560687441094,72,홍천,0,0.0,837.9511944566038,
191,95,의성,152,칠곡,25.921195536350154,OK,1,,True,98.06842797256384,264,134,광양,193,남해,0,0.9599300836164183,72,홍천,0,0.0,832.7965901158313,
192,96,공주,97,청양,22.30510773140194,OK,1,,True,98.4402371307375,264,134,광양,193,남해,0,0.9602182773392948,72,홍천,0,0.0,833.0367900241254,
193,96,공주,103,부여,23.481264664292965,OK,1,,True,98.375163924908,264,134,광양,193,남해,0,0.9602060650111529,72,홍천,0,0.0,833.0884965705773,
194,97,청양,100,보령,63.91642497238755,LIMIT_VIOLATION,1,,True,150.89010486218717,131,60,예산,100,보령,1,0.9604964923989068,72,홍천,0,0.0,899.6594566005515,
195,97,청양,102,옥천,21.687557730624558,OK,1,,True,98.23932525228074,264,134,광양,193,남해,0,0.9602911004928665,72,홍천,0,0.0,835.3434974143311,
196,97,청양,104,논산,21.73340838345801,OK,1,,True,98.5179417924048,264,134,광양,193,남해,0,0.9602728820391251,72,홍천,0,0.0,834.7844617264782,
197,97,청양,109,익산,12.095652033008252,OK,1,,True,98.01014787544781,264,134,광양,193,남해,0,0.9601587757689449,72,홍천,0,0.0,832.1373811042286,
198,98,대전세종충남,102,옥천,36.35365965868423,OK,1,,True,98.54214363147098,264,134,광양,193,남해,0,0.9601713592880623,72,홍천,0,0.0,833.6284378750424,
199,99,대덕유성,101,서대전,24.56561597630022,OK,1,,True,98.39059387025554,264,134,광양,193,남해,0,0.960189439149813,72,홍천,0,0.0,832.6209779664496,
200,99,대덕유성,104,논산,33.05305964821296,OK,1,,True,98.39726879148398,264,134,광양,193,남해,0,0.9602088486381268,72,홍천,0,0.0,834.2951787894708,
201,100,보령,103,부여,22.8897468188279,OK,1,,True,98.65615320907636,264,134,광양,193,남해,0,0.9602588426217907,72,홍천,0,0.0,834.8706684723729,
202,101,서대전,102,옥천,29.238166852556212,OK,1,,True,98.59580316843652,264,134,광양,193,남해,0,0.9601886684436783,72,홍천,0,0.0,833.4541667062585,
203,102,옥천,104,논산,15.646340110235199,OK,1,,True,98.2110234375285,264,134,광양,193,남해,0,0.9602533397407759,72,홍천,0,0.0,833.5222740592144,
204,102,옥천,105,금산,3.614752709440303,OK,1,,True,98.45442585190298,264,134,광양,193,남해,0,0.960217865830221,72,홍천,0,0.0,832.0768300421041,
205,102,옥천,107,무주,12.837961895976768,OK,1,,True,99.79596107709621,264,134,광양,193,남해,0,0.9599911123292845,72,홍천,0,0.0,831.6883249615639,
206,102,옥천,119,남원,36.29527093260385,OK,1,,True,95.12527468812178,43,16,남양주,28,양평,0,0.9597551978395907,72,홍천,0,0.0,843.1095988294401,
207,103,부여,104,논산,18.628872623464765,OK,1,,True,98.45099592842023,264,134,광양,193,남해,0,0.9602258160556678,72,홍천,0,0.0,832.5663111891772,
208,103,부여,108,군산,8.198747449900585,OK,1,,True,98.37905940257451,264,134,광양,193,남해,0,0.9602078640909423,72,홍천,0,0.0,832.0338897072215,
209,104,논산,109,익산,21.7786654322392,OK,1,,True,98.09692601331996,264,134,광양,193,남해,0,0.9601960214238862,72,홍천,0,0.0,832.6120268622908,
210,105,금산,107,무주,11.632455246508169,OK,1,,True,98.66698166889675,264,134,광양,193,남해,0,0.9601842629904948,72,홍천,0,0.0,832.2198925924167,
211,106,서천,108,군산,91.05747455712256,ISLANDING,2,192+1,False,nan,,,,,,,nan,,,,nan,nan,AC 계통이 분리되어 단일 slack AC-PF를 생략함
212,107,무주,147,영동,11.870137422870036,ISLANDING,2,191+2,False,nan,,,,,,,nan,,,,nan,nan,AC 계통이 분리되어 단일 slack AC-PF를 생략함
213,107,무주,161,고령,23.094242058936885,LIMIT_VIOLATION,1,,True,102.50849115804041,264,134,광양,193,남해,1,0.9595300012324867,72,홍천,0,0.0,832.707542497621,
214,108,군산,109,익산,1.854238048497601,OK,1,,True,98.51864152533977,264,134,광양,193,남해,0,0.9602188114258838,72,홍천,0,0.0,832.0769769216568,
215,109,익산,110,전북,19.949394817201334,OK,1,,True,98.7629458716927,264,134,광양,193,남해,0,0.9602427805111412,72,홍천,0,0.0,833.5145918909839,
216,109,익산,111,김제,46.9761668823431,LIMIT_VIOLATION,1,,True,102.32872078765173,242,124,영광,126,광주전남,1,0.9598302340673415,72,홍천,0,0.0,846.5053029710252,
217,109,익산,117,정읍,12.587235991571985,OK,1,,True,98.23654963063608,264,134,광양,193,남해,0,0.9601941261624205,72,홍천,0,0.0,832.2404536523973,
218,110,전북,112,진안,6.023576808020145,ISLANDING,2,191+2,False,nan,,,,,,,nan,,,,nan,nan,AC 계통이 분리되어 단일 slack AC-PF를 생략함
219,110,전북,113,남전주,13.071391232760615,OK,1,,True,98.3120626441225,264,134,광양,193,남해,0,0.9601962283241081,72,홍천,0,0.0,832.1596301268874,
220,111,김제,113,남전주,33.54607630129257,OK,1,,True,98.62564130822243,264,134,광양,193,남해,0,0.9602314602688029,72,홍천,0,0.0,834.9138230388635,
221,111,김제,114,부안,2.7447173290401787,OK,1,,True,98.4975590495529,264,134,광양,193,남해,0,0.9602165818492165,72,홍천,0,0.0,832.0612989293877,
222,111,김제,124,영광,68.23751721649705,LIMIT_VIOLATION,1,,True,118.88776066523508,242,124,영광,126,광주전남,2,0.9595680008387187,72,홍천,0,0.0,877.3117949254083,
223,112,진안,115,장수,3.0529212948582822,ISLANDING,2,192+1,False,nan,,,,,,,nan,,,,nan,nan,AC 계통이 분리되어 단일 slack AC-PF를 생략함
224,113,남전주,116,임실,19.710117925259866,OK,1,,True,98.1672359477958,264,134,광양,193,남해,0,0.9601563104976142,72,홍천,0,0.0,833.2663535020693,
225,113,남전주,117,정읍,22.659238513275707,OK,1,,True,98.24141771660014,264,134,광양,193,남해,0,0.9601993359780466,72,홍천,0,0.0,833.6158203612431,
226,114,부안,117,정읍,6.360769397113934,OK,1,,True,98.41014741534644,264,134,광양,193,남해,0,0.9602094843183838,72,홍천,0,0.0,832.0550767399254,
227,116,임실,119,남원,24.12439876831395,OK,1,,True,98.1040968823604,264,134,광양,193,남해,0,0.960142853430059,72,홍천,0,0.0,833.9726688318333,
228,117,정읍,118,고창,59.320761248418286,LIMIT_VIOLATION,1,,True,101.08479128164541,242,124,영광,126,광주전남,1,0.9601251595687902,72,홍천,0,0.0,840.4760740132333,
229,117,정읍,122,담양,6.465159217196895,OK,1,,True,98.28681625117302,264,134,광양,193,남해,0,0.9602022661617278,72,홍천,0,0.0,832.1399957216636,
230,119,남원,124,영광,48.05853681267851,LIMIT_VIOLATION,1,,True,119.62080435743223,242,124,영광,126,광주전남,1,0.960346095256284,72,홍천,0,0.0,852.8714595128695,
231,119,남원,126,광주전남,8.977555095712257,OK,1,,True,97.87238831274902,264,134,광양,193,남해,0,0.9602280001891544,72,홍천,0,0.0,832.6280122953176,
232,119,남원,134,광양,6.345455994728129,LIMIT_VIOLATION,1,,True,100.41658324587739,264,134,광양,193,남해,1,0.9602400482491872,72,홍천,0,0.0,832.4056598051684,
233,119,남원,173,의령,4.871229756138106,OK,1,,True,98.33196075670946,264,134,광양,193,남해,0,0.9602076928007921,72,홍천,0,0.0,832.1936740929232,
234,120,순창,123,곡성,3.9038941743493814,ISLANDING,2,192+1,False,nan,,,,,,,nan,,,,nan,nan,AC 계통이 분리되어 단일 slack AC-PF를 생략함
235,121,장성,124,영광,59.06555943607028,LIMIT_VIOLATION,1,,True,108.8773871247823,242,124,영광,126,광주전남,1,0.9602497518824299,72,홍천,0,0.0,840.3589515233616,
236,121,장성,126,광주전남,5.371342901553614,OK,1,,True,98.4929782723853,264,134,광양,193,남해,0,0.9602168683940149,72,홍천,0,0.0,832.0462796855718,
237,121,장성,128,광산,45.260385353782354,OK,1,,True,99.45993502245464,264,134,광양,193,남해,0,0.9602331868307731,72,홍천,0,0.0,839.0452272553375,
238,122,담양,126,광주전남,13.915340344273396,OK,1,,True,98.05743732879085,264,134,광양,193,남해,0,0.9601866436024079,72,홍천,0,0.0,832.684464312144,
239,123,곡성,125,구례,2.5325956945676587,ISLANDING,2,192+1,False,nan,,,,,,,nan,,,,nan,nan,AC 계통이 분리되어 단일 slack AC-PF를 생략함
240,123,곡성,126,광주전남,12.872232146084439,OK,1,,True,99.29387142132666,264,134,광양,193,남해,0,0.9602311787368708,72,홍천,0,0.0,832.977486118325,
241,123,곡성,133,순천,0.6899065654310027,OK,1,,True,98.50553470269148,264,134,광양,193,남해,0,0.9602156781521143,72,홍천,0,0.0,832.0431493309588,
242,124,영광,126,광주전남,93.06704605640644,LIMIT_VIOLATION,1,,True,117.4480746185357,235,121,장성,124,영광,2,0.9604565390770586,72,홍천,0,0.0,889.3016863063967,
243,126,광주전남,127,서광주,56.14237016916349,OK,1,,True,99.1834149722165,264,134,광양,193,남해,0,0.9602264242850567,72,홍천,0,0.0,835.1186215130147,
244,126,광주전남,130,화순,34.073918798131764,LIMIT_VIOLATION,1,,True,104.42982061105523,243,126,광주전남,127,서광주,2,0.9602630757728321,72,홍천,0,0.0,837.7860646902554,
245,127,서광주,130,화순,2.7617347009509228,OK,1,,True,98.49908149836291,264,134,광양,193,남해,0,0.9602156858614286,72,홍천,0,0.0,832.039462806657,
246,127,서광주,131,나주,20.713791986815377,OK,1,,True,98.75445801559775,264,134,광양,193,남해,0,0.9602195751131816,72,홍천,0,0.0,833.0242234223115,
247,128,광산,131,나주,6.669144488522169,OK,1,,True,98.38189568406138,264,134,광양,193,남해,0,0.9602129501084984,72,홍천,0,0.0,832.306604110141,
248,129,함평,132,무안,5.945581020639121,ISLANDING,2,192+1,False,nan,,,,,,,nan,,,,nan,nan,AC 계통이 분리되어 단일 slack AC-PF를 생략함
249,130,화순,131,나주,17.342830798983876,OK,1,,True,98.5570008110332,264,134,광양,193,남해,0,0.9602158318401998,72,홍천,0,0.0,832.7704029664601,
250,130,화순,133,순천,4.892471010969239,OK,1,,True,98.76354812459618,264,134,광양,193,남해,0,0.9602209126928384,72,홍천,0,0.0,832.1536448065308,
251,130,화순,136,영암,22.784391107929363,LIMIT_VIOLATION,1,,True,100.85049915665651,264,134,광양,193,남해,1,0.9602585580879325,72,홍천,0,0.0,836.7062302335689,
252,131,나주,135,목포,14.401104058972122,OK,1,,True,98.76648478322873,264,134,광양,193,남해,0,0.9602205046218775,72,홍천,0,0.0,832.8881083383458,
253,131,나주,136,영암,2.6849782411423604,OK,1,,True,98.47032183194862,264,134,광양,193,남해,0,0.9602150229225455,72,홍천,0,0.0,832.0645106381126,
254,132,무안,135,목포,0.6521460611507282,OK,1,,True,98.48507471288623,264,134,광양,193,남해,0,0.9602153652804226,72,홍천,0,0.0,832.0377509284444,
255,132,무안,136,영암,18.590168350120642,OK,1,,True,98.46282867642473,264,134,광양,193,남해,0,0.9602132527045637,72,홍천,0,0.0,833.6184069154551,
256,132,무안,139,신안,1.4395963169615262,OK,1,,True,98.4866700494647,264,134,광양,193,남해,0,0.960215267090909,72,홍천,0,0.0,832.0530245330156,
257,133,순천,134,광양,17.97166023468245,OK,1,,True,97.16050196136354,264,134,광양,193,남해,0,0.9601862441975847,72,홍천,0,0.0,833.8862054347264,
258,133,순천,137,여수,3.327925056026432,OK,1,,True,98.50052532027216,264,134,광양,193,남해,0,0.9602159547146104,72,홍천,0,0.0,832.042473141104,
259,133,순천,138,보성,8.09132051966354,OK,1,,True,98.37922721141872,264,134,광양,193,남해,0,0.9602128452013192,72,홍천,0,0.0,832.2925349867,
260,133,순천,142,고흥,7.040599369607061,OK,1,,True,98.44068595690095,264,134,광양,193,남해,0,0.960214247881431,72,홍천,0,0.0,832.224501338249,
261,134,광양,136,영암,8.315750069804352,OK,1,,True,97.27173932097023,264,134,광양,193,남해,0,0.9601864736296277,72,홍천,0,0.0,832.72418195926,
262,134,광양,137,여수,28.210431182057803,OK,1,,True,97.35595921235918,264,134,광양,193,남해,0,0.9601739688314251,72,홍천,0,0.0,862.1173235676251,
263,134,광양,188,하동,20.800812720668695,LIMIT_VIOLATION,1,,True,104.90061429908448,264,134,광양,193,남해,1,0.9601850152545113,72,홍천,0,0.0,832.4402075433318,
264,134,광양,193,남해,98.48227616464801,LIMIT_VIOLATION,1,,True,124.47613058221299,263,134,광양,188,하동,3,0.959470040349744,72,홍천,0,0.0,899.7108942073392,
265,135,목포,139,신안,2.3158342595572683,OK,1,,True,98.48752066846923,264,134,광양,193,남해,0,0.9602153701932029,72,홍천,0,0.0,832.0577085117257,
266,135,목포,141,강진,5.004533589993412,OK,1,,True,98.43160998999586,264,134,광양,193,남해,0,0.9602139971510406,72,홍천,0,0.0,832.1589883587876,
267,135,목포,144,진도,2.0506732033343056,OK,1,,True,98.49889437084859,264,134,광양,193,남해,0,0.9602155359664765,72,홍천,0,0.0,832.0689831500204,
268,136,영암,141,강진,17.612524142104686,OK,1,,True,98.66607684492338,264,134,광양,193,남해,0,0.9602184149803282,72,홍천,0,0.0,832.8772789532377,
269,136,영암,143,해남,19.402576832585623,OK,1,,True,98.59822051501226,264,134,광양,193,남해,0,0.9602164500725787,72,홍천,0,0.0,833.367898640121,
270,137,여수,142,고흥,5.136778237928344,OK,1,,True,98.40371248643342,264,134,광양,193,남해,0,0.9602136205097889,72,홍천,0,0.0,832.13205217215,
271,138,보성,140,장흥,7.962248600030102,OK,1,,True,98.16714301172215,264,134,광양,193,남해,0,0.9602083141959682,72,홍천,0,0.0,832.2915262469469,
272,140,장흥,141,강진,2.786071169582142,OK,1,,True,98.37187260892591,264,134,광양,193,남해,0,0.9602129658099549,72,홍천,0,0.0,832.0558986352407,
273,141,강진,143,해남,9.757412750584022,OK,1,,True,98.42099829145846,264,134,광양,193,남해,0,0.9602137095367725,72,홍천,0,0.0,832.3387111099728,
274,143,해남,144,진도,3.155440614639554,OK,1,,True,98.46939303450624,264,134,광양,193,남해,0,0.9602148866719116,72,홍천,0,0.0,832.1101281599258,
275,143,해남,145,완도,15.045226130451617,ISLANDING,2,192+1,False,nan,,,,,,,nan,,,,nan,nan,AC 계통이 분리되어 단일 slack AC-PF를 생략함
276,146,군위,149,구미,37.46506903099808,OK,1,,True,97.9360908723368,264,134,광양,193,남해,0,0.9598686527781194,72,홍천,0,0.0,833.9764523001941,
277,148,김천,149,구미,19.056490818378823,OK,1,,True,98.44775108659113,264,134,광양,193,남해,0,0.9578654686834477,148,김천,0,0.0,833.7433180706721,
278,148,김천,154,성주,14.863391752717913,OK,1,,True,98.51538746102261,264,134,광양,193,남해,0,0.9602057522789772,72,홍천,0,0.0,833.059632484903,
279,149,구미,152,칠곡,43.51026558661302,LIMIT_VIOLATION,1,,True,99.64027045571557,264,134,광양,193,남해,0,0.9435832030034117,149,구미,1,0.006416796996588259,849.9110572050704,
280,149,구미,155,대구,1.3946438075427723,OK,1,,True,98.47848751896005,264,134,광양,193,남해,0,0.9602086683255695,72,홍천,0,0.0,832.0679251216789,
281,150,북포항,151,포항,11.385464062786214,OK,1,,True,98.07044720164495,264,134,광양,193,남해,0,0.9597771388384443,72,홍천,0,0.0,832.0497657578962,
282,150,북포항,158,경주,6.4240928998525,OK,1,,True,98.44486835805027,264,134,광양,193,남해,0,0.9601909136716921,72,홍천,0,0.0,832.1211807617947,
283,151,포항,152,칠곡,11.38333131207224,OK,1,,True,98.38498760039876,264,134,광양,193,남해,0,0.9600447404689633,72,홍천,0,0.0,832.3951223177719,
284,151,포항,158,경주,7.018285123560345,OK,1,,True,98.4554848788492,264,134,광양,193,남해,0,0.9602058772605795,72,홍천,0,0.0,832.155213699516,
285,151,포항,166,동울산,30.907600740777468,OK,1,,True,99.35435458297697,264,134,광양,193,남해,0,0.9602054224220891,72,홍천,0,0.0,840.605082790702,
286,152,칠곡,154,성주,30.096402479380817,OK,1,,True,98.55345839029962,264,134,광양,193,남해,0,0.951561878355565,154,성주,0,0.0,836.1642154341971,
287,152,칠곡,155,대구,17.63137013638293,OK,1,,True,98.45781207479862,264,134,광양,193,남해,0,0.9602132581678802,72,홍천,0,0.0,832.6603313712112,
288,152,칠곡,157,서대구,18.579787264966146,OK,1,,True,98.45630514696805,264,134,광양,193,남해,0,0.9602113923015053,72,홍천,0,0.0,832.7294838046946,
289,152,칠곡,160,남대구,20.213853642656044,OK,1,,True,98.43772068561883,264,134,광양,193,남해,0,0.9602030091249598,72,홍천,0,0.0,832.9040128355846,
290,152,칠곡,161,고령,30.44444921270952,OK,1,,True,98.88212273218232,264,134,광양,193,남해,0,0.9603155719769426,72,홍천,0,0.0,839.0182062620588,
291,152,칠곡,168,창녕,39.93329918131461,OK,1,,True,99.15166843247012,264,134,광양,193,남해,0,0.9601549439907288,72,홍천,0,0.0,843.8762201082718,
292,153,영천,158,경주,12.334990774100211,OK,1,,True,98.43082495098092,264,134,광양,193,남해,0,0.9601895041627411,72,홍천,0,0.0,832.2688140038081,
293,153,영천,159,경산,9.982194462888181,OK,1,,True,98.52258594543903,264,134,광양,193,남해,0,0.9602206901340152,72,홍천,0,0.0,832.8706123062439,
294,155,대구,159,경산,33.16109540464722,OK,1,,True,98.6302748526376,264,134,광양,193,남해,0,0.960169609798815,72,홍천,0,0.0,834.1191219189059,
295,156,동대구,159,경산,22.879347131767275,ISLANDING,2,192+1,False,nan,,,,,,,nan,,,,nan,nan,AC 계통이 분리되어 단일 slack AC-PF를 생략함
296,157,서대구,160,남대구,6.353470099846955,OK,1,,True,98.47363304045456,264,134,광양,193,남해,0,0.9602095256955897,72,홍천,0,0.0,832.0894056105462,
297,158,경주,166,동울산,24.99799695775273,OK,1,,True,98.58552361970932,264,134,광양,193,남해,0,0.9602121607152568,72,홍천,0,0.0,833.7758360921725,
298,158,경주,167,울산,21.769617548861994,OK,1,,True,98.58248823678665,264,134,광양,193,남해,0,0.9602154054621413,72,홍천,0,0.0,833.4132438190136,
299,159,경산,163,청도,38.04836143164182,OK,1,,True,98.78462671131142,264,134,광양,193,남해,0,0.9602918903500453,72,홍천,0,0.0,844.4389966006129,
300,159,경산,165,서울산,15.286473164122178,OK,1,,True,98.50851140342719,264,134,광양,193,남해,0,0.960154632030531,72,홍천,0,0.0,832.5184582122456,
301,160,남대구,161,고령,39.445015155513985,OK,1,,True,98.54343279607569,264,134,광양,193,남해,0,0.960254113382123,72,홍천,0,0.0,835.9304322557437,
302,160,남대구,168,창녕,47.11829865729895,OK,1,,True,98.65906586497269,264,134,광양,193,남해,0,0.9601752830321336,72,홍천,0,0.0,838.0497428769886,
303,161,고령,164,합천,3.908885990659911,OK,1,,True,98.39074553657433,264,134,광양,193,남해,0,0.9602107407122372,72,홍천,0,0.0,832.2401786801638,
304,161,고령,168,창녕,36.47193243290585,OK,1,,True,98.78244862118676,264,134,광양,193,남해,0,0.9599718495536439,72,홍천,0,0.0,838.436039402266,
305,161,고령,173,의령,39.51798132769808,LIMIT_VIOLATION,1,,True,103.09138666907356,264,134,광양,193,남해,1,0.9603818473388609,72,홍천,0,0.0,842.1089575117658,
306,162,거창,164,합천,1.7053919652012781,OK,1,,True,98.52389154968901,264,134,광양,193,남해,0,0.9602156447206189,72,홍천,0,0.0,832.0391271846893,
307,162,거창,169,함양,8.293080321554033,OK,1,,True,98.68306480157948,264,134,광양,193,남해,0,0.9602206045994438,72,홍천,0,0.0,832.5078793020803,
308,163,청도,168,창녕,35.060629354204224,OK,1,,True,98.56063386644088,264,134,광양,193,남해,0,0.9602634311718652,72,홍천,0,0.0,841.7844329324435,
309,163,청도,170,밀양,14.546430121428008,OK,1,,True,98.54280344841445,264,134,광양,193,남해,0,0.9602212045643757,72,홍천,0,0.0,832.1936407902249,
310,165,서울산,166,동울산,65.33316058084027,LIMIT_VIOLATION,1,,True,110.75324378164233,313,166,동울산,167,울산,1,0.960012468858844,72,홍천,0,0.0,851.1126292744448,
311,165,서울산,167,울산,30.598132677878,OK,1,,True,98.4817122264379,264,134,광양,193,남해,0,0.9602055466006759,72,홍천,0,0.0,832.9785309557628,
312,165,서울산,172,양산,21.402510458996595,OK,1,,True,98.57790017083587,264,134,광양,193,남해,0,0.9602368521252961,72,홍천,0,0.0,832.6163390084403,
313,166,동울산,167,울산,57.11198286195247,LIMIT_VIOLATION,1,,True,100.66923913741326,310,165,서울산,166,동울산,1,0.9599418943771594,72,홍천,0,0.0,843.4123153344408,
314,167,울산,175,기장,47.21848546204206,OK,1,,True,98.9223275665137,264,134,광양,193,남해,0,0.960377305491493,72,홍천,0,0.0,839.5009178944892,
315,167,울산,181,북부산,12.935936926377952,OK,1,,True,98.64249372499782,264,134,광양,193,남해,0,0.9602585118593829,72,홍천,0,0.0,832.8861059190967,
316,168,창녕,170,밀양,6.484824187140749,OK,1,,True,98.46574453516827,264,134,광양,193,남해,0,0.9602170928504158,72,홍천,0,0.0,832.2536687562242,
317,168,창녕,175,기장,19.756777239580565,LIMIT_VIOLATION,1,,True,105.50585883038883,332,175,기장,179,동래,2,0.95527773142915,148,김천,0,0.0,912.1422665933351,
318,168,창녕,176,마산,17.244151967046896,OK,1,,True,98.70608463267551,264,134,광양,193,남해,0,0.9602403065033963,72,홍천,0,0.0,832.2857170159114,
319,169,함양,173,의령,12.445774518616453,OK,1,,True,98.78494841589367,264,134,광양,193,남해,0,0.9602226063194376,72,홍천,0,0.0,833.186631227858,
320,170,밀양,172,양산,6.763304013209047,OK,1,,True,98.48448254666806,264,134,광양,193,남해,0,0.9602131482281011,72,홍천,0,0.0,831.9070497793728,
321,170,밀양,177,경남,18.411075437655004,OK,1,,True,98.63487374010589,264,134,광양,193,남해,0,0.9602320552194787,72,홍천,0,0.0,832.633102228865,
322,171,산청,173,의령,2.1040063934171833,ISLANDING,2,192+1,False,nan,,,,,,,nan,,,,nan,nan,AC 계통이 분리되어 단일 slack AC-PF를 생략함
323,172,양산,175,기장,42.76785679555842,OK,1,,True,98.42666958383178,264,134,광양,193,남해,0,0.9602070584850522,72,홍천,0,0.0,833.9280896361015,
324,172,양산,178,김해,9.32833952147496,OK,1,,True,98.42370826509949,264,134,광양,193,남해,0,0.9602057854422029,72,홍천,0,0.0,832.0514329138095,
325,172,양산,179,동래,28.106300339493078,OK,1,,True,98.46757044033036,264,134,광양,193,남해,0,0.9602119277784525,72,홍천,0,0.0,832.8612567871751,
326,172,양산,181,북부산,18.869971941935177,OK,1,,True,98.48708065282642,264,134,광양,193,남해,0,0.9602145185330141,72,홍천,0,0.0,832.5279804220627,
327,173,의령,174,함안,15.799562481387436,OK,1,,True,97.42506608334878,264,134,광양,193,남해,0,0.9601460105668751,72,홍천,0,0.0,831.9771868059615,
328,173,의령,180,진주,14.609607987894579,OK,1,,True,98.14344530888175,264,134,광양,193,남해,0,0.9602151357693474,72,홍천,0,0.0,832.1949467869854,
329,173,의령,193,남해,29.23491895688964,LIMIT_VIOLATION,1,,True,122.75880433284652,264,134,광양,193,남해,1,0.9604395785106962,72,홍천,0,0.0,841.9382665592275,
330,174,함안,176,마산,27.705484352272798,OK,1,,True,96.5071173739061,264,134,광양,193,남해,0,0.9600034539429235,72,홍천,0,0.0,834.1488147459168,
331,174,함안,180,진주,7.053245264820617,OK,1,,True,98.3966524190007,264,134,광양,193,남해,0,0.9602190230610627,72,홍천,0,0.0,832.1283649817778,
332,175,기장,179,동래,68.82757062312538,OK,1,,True,98.23962264594718,264,134,광양,193,남해,0,0.9601896026861249,72,홍천,0,0.0,838.8294705057342,
333,175,기장,181,북부산,45.53170144504507,OK,1,,True,98.27857735036548,264,134,광양,193,남해,0,0.9601945144787419,72,홍천,0,0.0,835.329818491271,
334,175,기장,184,남부산,36.06100872658794,OK,1,,True,98.45722046826535,264,134,광양,193,남해,0,0.9602128682902361,72,홍천,0,0.0,832.6639064217452,
